dataset;gene;soustype;typesurvie;pval_logRank;pval_Cox;FDR_logrank;FDR_Cox;HR;n;conclusion;poids
GSE21653;PHF1;Luminal-A;DFS;0,5;0,51;0,50;0,51;-0,3;85;Not Significative;0,49
GSE21653;PHF1;Luminal-B;DFS;0,1;0,11;0,42;0,43;0,8;42;Not Significative;0,49
GSE21653;PHF1;HER2-enriched;DFS;0,19;0,21;0,42;0,43;-1,1;22;Not Significative;0,49
GSE21653;PHF1;Basal-like;DFS;0,25;0,26;0,42;0,43;0,5;74;Not Significative;0,49
GSE21653;PLRG1;All-tumours;DFS;0,45;0,45;0,56;0,56;0,2;248;Not Significative;0,49
GSE21653;PLRG1;Luminal-A;DFS;0,91;0,91;0,91;0,91;0;85;Not Significative;0,49
GSE21653;PLRG1;Luminal-B;DFS;0,35;0,35;0,56;0,56;0,4;42;Not Significative;0,49
GSE21653;PLRG1;HER2-enriched;DFS;0,26;0,28;0,56;0,56;0,9;22;Not Significative;0,49
GSE21653;PLRG1;Basal-like;DFS;0,28;0,29;0,56;0,56;-0,5;74;Not Significative;0,49
GSE21653;PPP2R1A;All-tumours;DFS;0,15;0,15;0,24;0,25;-0,3;248;Not Significative;0,49
GSE21653;PPP2R1A;Luminal-A;DFS;0,19;0,2;0,24;0,25;-0,5;85;Not Significative;0,49
GSE21653;PPP2R1A;Luminal-B;DFS;0,04;0,04;0,20;0,20;1;42;Not Significative;0,49
GSE21653;PPP2R1A;HER2-enriched;DFS;0,6;0,6;0,60;0,60;0,4;22;Not Significative;0,49
GSE21653;PPP2R1A;Basal-like;DFS;0,09;0,1;0,22;0,25;-0,8;74;Not Significative;0,49
GSE21653;PPP2R1B;All-tumours;DFS;0,82;0,82;0,98;0,98;0,1;248;Not Significative;0,49
GSE21653;PPP2R1B;Luminal-A;DFS;0,35;0,35;0,98;0,98;-0,4;85;Not Significative;0,49
GSE21653;PPP2R1B;Luminal-B;DFS;0,44;0,44;0,98;0,98;0,4;42;Not Significative;0,49
GSE21653;PPP2R1B;HER2-enriched;DFS;0,65;0,66;0,98;0,98;0,3;22;Not Significative;0,49
GSE21653;PPP2R1B;Basal-like;DFS;0,98;0,98;0,98;0,98;0;74;Not Significative;0,49
GSE21653;PPP2R2B;All-tumours;DFS;0,4;0,4;0,59;0,60;0,2;248;Not Significative;0,49
GSE21653;PPP2R2B;Luminal-A;DFS;0,34;0,34;0,59;0,60;-0,4;85;Not Significative;0,49
GSE21653;PPP2R2B;Luminal-B;DFS;0,71;0,71;0,71;0,71;-0,2;42;Not Significative;0,49
GSE21653;PPP2R2B;HER2-enriched;DFS;0,47;0,48;0,59;0,60;0,6;22;Not Significative;0,49
GSE21653;PPP2R2B;Basal-like;DFS;0,05;0,06;0,25;0,30;0,9;74;Not Significative;0,49
GSE21653;RAG2;All-tumours;DFS;0,99;0,99;0,99;0,99;0;248;Not Significative;0,49
GSE21653;RAG2;Luminal-A;DFS;0,58;0,58;0,97;0,97;-0,2;85;Not Significative;0,49
GSE21653;RAG2;Luminal-B;DFS;0,94;0,94;0,99;0,99;0;42;Not Significative;0,49
GSE21653;RAG2;HER2-enriched;DFS;0,07;0,1;0,35;0,40;-1,8;22;Not Significative;0,49
GSE21653;RAG2;Basal-like;DFS;0,16;0,16;0,40;0,40;0,6;74;Not Significative;0,49
GSE21653;ARID4A;All-tumours;DFS;0,22;0,22;0,55;0,55;0,3;248;Not Significative;0,49
GSE21653;ARID4A;Luminal-A;DFS;0,45;0,45;0,72;0,72;-0,3;85;Not Significative;0,49
GSE21653;ARID4A;Luminal-B;DFS;0,98;0,98;0,98;0,98;0;42;Not Significative;0,49
GSE21653;ARID4A;HER2-enriched;DFS;0,58;0,58;0,72;0,72;0,4;22;Not Significative;0,49
GSE21653;ARID4A;Basal-like;DFS;0,16;0,17;0,55;0,55;-0,6;74;Not Significative;0,49
GSE21653;RBBP4;All-tumours;DFS;0,36;0,36;0,60;0,60;0,2;248;Not Significative;0,49
GSE21653;RBBP4;Luminal-A;DFS;0,23;0,24;0,58;0,60;0,5;85;Not Significative;0,49
GSE21653;RBBP4;Luminal-B;DFS;0,1;0,11;0,50;0,55;-0,8;42;Not Significative;0,49
GSE21653;RBBP4;HER2-enriched;DFS;0,92;0,92;0,92;0,92;0,1;22;Not Significative;0,49
GSE21653;RBBP4;Basal-like;DFS;0,71;0,71;0,89;0,89;-0,2;74;Not Significative;0,49
GSE21653;RBBP5;All-tumours;DFS;0,89;0,89;0,89;0,89;0;248;Not Significative;0,49
GSE21653;RBBP5;Luminal-A;DFS;0,42;0,42;0,70;0,70;0,3;85;Not Significative;0,49
GSE21653;RBBP5;Luminal-B;DFS;0,76;0,76;0,89;0,89;0,1;42;Not Significative;0,49
GSE21653;RBBP5;HER2-enriched;DFS;0,04;0,06;0,10;0,15;1,6;22;Significative;0,49
GSE21653;RBBP5;Basal-like;DFS;0,03;0,04;0,10;0,15;-1;74;Significative;0,49
GSE21653;RBBP7;All-tumours;DFS;0,65;0,65;0,73;0,73;0,1;248;Not Significative;0,49
GSE21653;RBBP7;Luminal-A;DFS;0,73;0,73;0,73;0,73;0,1;85;Not Significative;0,49
GSE21653;RBBP7;Luminal-B;DFS;0,07;0,08;0,27;0,33;0,9;42;Not Significative;0,49
GSE21653;RBBP7;HER2-enriched;DFS;0,11;0,13;0,27;0,33;1,3;22;Not Significative;0,49
GSE21653;RBBP7;Basal-like;DFS;0,4;0,4;0,67;0,67;-0,4;74;Not Significative;0,49
GSE21653;DPF2;All-tumours;DFS;0,53;0,53;0,74;0,74;-0,1;248;Not Significative;0,49
GSE21653;DPF2;Luminal-A;DFS;0,04;0,04;0,20;0,20;-0,9;85;Not Significative;0,49
GSE21653;DPF2;Luminal-B;DFS;0,83;0,83;0,83;0,83;0,1;42;Not Significative;0,49
GSE21653;DPF2;HER2-enriched;DFS;0,09;0,11;0,22;0,27;1,4;22;Not Significative;0,49
GSE21653;DPF2;Basal-like;DFS;0,59;0,59;0,74;0,74;0,2;74;Not Significative;0,49
GSE21653;SEC13;All-tumours;DFS;0,97;0,97;0,97;0,97;0;248;Not Significative;0,49
GSE21653;SEC13;Luminal-A;DFS;0,17;0,18;0,28;0,30;-0,6;85;Not Significative;0,49
GSE21653;SEC13;Luminal-B;DFS;0;0,01;0,00;0,05;1,5;42;Significative;0,49
GSE21653;SEC13;HER2-enriched;DFS;0,08;0,1;0,20;0,25;-1,4;22;Not Significative;0,49
GSE21653;SEC13;Basal-like;DFS;0,28;0,29;0,35;0,36;0,5;74;Not Significative;0,49
GSE21653;SETMAR;All-tumours;DFS;0,49;0,49;0,61;0,61;0,2;248;Not Significative;0,49
GSE21653;SETMAR;Luminal-A;DFS;0,3;0,3;0,61;0,61;0,4;85;Not Significative;0,49
GSE21653;SETMAR;Luminal-B;DFS;0,51;0,51;0,61;0,61;-0,3;42;Not Significative;0,49
GSE21653;SETMAR;HER2-enriched;DFS;0,61;0,61;0,61;0,61;-0,4;22;Not Significative;0,49
GSE21653;SETMAR;Basal-like;DFS;0,58;0,59;0,61;0,61;0,2;74;Not Significative;0,49
GSE21653;FBXW4;All-tumours;DFS;0,07;0,08;0,18;0,20;0,4;248;Not Significative;0,49
GSE21653;FBXW4;Luminal-A;DFS;0,55;0,56;0,69;0,69;0,2;85;Not Significative;0,49
GSE21653;FBXW4;Luminal-B;DFS;0,03;0,04;0,15;0,20;1;42;Not Significative;0,49
GSE21653;FBXW4;HER2-enriched;DFS;0,69;0,69;0,69;0,69;0,3;22;Not Significative;0,49
GSE21653;FBXW4;Basal-like;DFS;0,63;0,63;0,69;0,69;0,2;74;Not Significative;0,49
GSE21653;SMARCC1;All-tumours;DFS;0,84;0,84;0,84;0,84;0;248;Not Significative;0,49
GSE21653;SMARCC1;Luminal-A;DFS;0,19;0,19;0,48;0,48;0,5;85;Not Significative;0,49
GSE21653;SMARCC1;Luminal-B;DFS;0,29;0,29;0,48;0,48;-0,5;42;Not Significative;0,49
GSE21653;SMARCC1;HER2-enriched;DFS;0,38;0,39;0,48;0,49;0,7;22;Not Significative;0,49
GSE21653;SMARCC1;Basal-like;DFS;0,24;0,25;0,48;0,48;-0,5;74;Not Significative;0,49
GSE21653;SMARCC2;All-tumours;DFS;0,78;0,78;0,78;0,78;-0,1;248;Not Significative;0,49
GSE21653;SMARCC2;Luminal-A;DFS;0,73;0,73;0,78;0,78;0,1;85;Not Significative;0,49
GSE21653;SMARCC2;Luminal-B;DFS;0,1;0,11;0,50;0,55;-0,8;42;Not Significative;0,49
GSE21653;SMARCC2;HER2-enriched;DFS;0,65;0,65;0,78;0,78;0,4;22;Not Significative;0,49
GSE21653;SMARCC2;Basal-like;DFS;0,67;0,67;0,78;0,78;-0,2;74;Not Significative;0,49
GSE21653;SMN2;All-tumours;DFS;0,13;0,13;0,28;0,30;-0,4;248;Not Significative;0,49
GSE21653;SMN2;Luminal-A;DFS;0,17;0,18;0,28;0,30;-0,6;85;Not Significative;0,49
GSE21653;SMN2;Luminal-B;DFS;0,74;0,74;0,74;0,74;0,2;42;Not Significative;0,49
GSE21653;SMN2;HER2-enriched;DFS;0,32;0,33;0,40;0,41;-0,8;22;Not Significative;0,49
GSE21653;SMN2;Basal-like;DFS;0,01;0,01;0,05;0,05;-1,3;74;Significative;0,49
GSE21653;STRN;All-tumours;DFS;0,91;0,91;0,91;0,91;0;248;Not Significative;0,49
GSE21653;STRN;Luminal-A;DFS;0,89;0,89;0,91;0,91;0,1;85;Not Significative;0,49
GSE21653;STRN;Luminal-B;DFS;0,25;0,25;0,42;0,42;0,5;42;Not Significative;0,49
GSE21653;STRN;HER2-enriched;DFS;0,05;0,09;0,25;0,33;1,8;22;Not Significative;0,49
GSE21653;STRN;Basal-like;DFS;0,12;0,13;0,30;0,33;-0,7;74;Not Significative;0,49
GSE21653;SUV39H1;All-tumours;DFS;0,13;0,13;0,25;0,25;-0,3;248;Not Significative;0,49
GSE21653;SUV39H1;Luminal-A;DFS;0,15;0,15;0,25;0,25;-0,6;85;Not Significative;0,49
GSE21653;SUV39H1;Luminal-B;DFS;0,13;0,14;0,25;0,25;-0,7;42;Not Significative;0,49
GSE21653;SUV39H1;HER2-enriched;DFS;0,33;0,35;0,41;0,44;0,8;22;Not Significative;0,49
GSE21653;SUV39H1;Basal-like;DFS;0,81;0,81;0,81;0,81;-0,1;74;Not Significative;0,49
GSE21653;TAF5;All-tumours;DFS;0,51;0,51;0,65;0,65;-0,1;248;Not Significative;0,49
GSE21653;TAF5;Luminal-A;DFS;0,65;0,65;0,65;0,65;-0,2;85;Not Significative;0,49
GSE21653;TAF5;Luminal-B;DFS;0,6;0,6;0,65;0,65;-0,2;42;Not Significative;0,49
GSE21653;TAF5;HER2-enriched;DFS;0,14;0,16;0,65;0,65;1,2;22;Not Significative;0,49
GSE21653;TAF5;Basal-like;DFS;0,46;0,46;0,65;0,65;0,3;74;Not Significative;0,49
GSE21653;TBL1X;All-tumours;DFS;0,49;0,49;0,74;0,74;0,2;248;Not Significative;0,49
GSE21653;TBL1X;Luminal-A;DFS;0,65;0,66;0,74;0,74;0,2;85;Not Significative;0,49
GSE21653;TBL1X;Luminal-B;DFS;0,66;0,66;0,74;0,74;-0,2;42;Not Significative;0,49
GSE21653;TBL1X;HER2-enriched;DFS;0,74;0,74;0,74;0,74;-0,3;22;Not Significative;0,49
GSE21653;TBL1X;Basal-like;DFS;0,62;0,63;0,74;0,74;0,2;74;Not Significative;0,49
GSE21653;TCF19;All-tumours;DFS;0,1;0,1;0,50;0,50;-0,4;248;Not Significative;0,49
GSE21653;TCF19;Luminal-A;DFS;0,68;0,68;0,71;0,71;-0,2;85;Not Significative;0,49
GSE21653;TCF19;Luminal-B;DFS;0,71;0,71;0,71;0,71;-0,2;42;Not Significative;0,49
GSE21653;TCF19;HER2-enriched;DFS;0,25;0,27;0,63;0,68;0,9;22;Not Significative;0,49
GSE21653;TCF19;Basal-like;DFS;0,52;0,52;0,71;0,71;-0,3;74;Not Significative;0,49
GSE21653;TCF20;All-tumours;DFS;0,7;0,7;0,70;0,70;-0,1;248;Not Significative;0,49
GSE21653;TCF20;Luminal-A;DFS;0,11;0,11;0,32;0,35;-0,7;85;Not Significative;0,49
GSE21653;TCF20;Luminal-B;DFS;0,56;0,56;0,70;0,70;-0,3;42;Not Significative;0,49
GSE21653;TCF20;HER2-enriched;DFS;0,19;0,21;0,32;0,35;1,1;22;Not Significative;0,49
GSE21653;TCF20;Basal-like;DFS;0,19;0,2;0,32;0,35;0,6;74;Not Significative;0,49
GSE21653;TEP1;All-tumours;DFS;0,85;0,85;0,88;0,88;0;248;Not Significative;0,49
GSE21653;TEP1;Luminal-A;DFS;0,88;0,88;0,88;0,88;0,1;85;Not Significative;0,49
GSE21653;TEP1;Luminal-B;DFS;0,2;0,21;0,88;0,88;-0,6;42;Not Significative;0,49
GSE21653;TEP1;HER2-enriched;DFS;0,86;0,86;0,88;0,88;-0,1;22;Not Significative;0,49
GSE21653;TEP1;Basal-like;DFS;0,77;0,77;0,88;0,88;-0,1;74;Not Significative;0,49
GSE21653;TLE1;All-tumours;DFS;0,18;0,18;0,75;0,75;-0,3;248;Not Significative;0,49
GSE21653;TLE1;Luminal-A;DFS;0,51;0,51;0,80;0,80;-0,3;85;Not Significative;0,49
GSE21653;TLE1;Luminal-B;DFS;0,3;0,3;0,75;0,75;0,5;42;Not Significative;0,49
GSE21653;TLE1;HER2-enriched;DFS;0,93;0,93;0,93;0,93;-0,1;22;Not Significative;0,49
GSE21653;TLE1;Basal-like;DFS;0,64;0,64;0,80;0,80;0,2;74;Not Significative;0,49
GSE21653;TLE2;All-tumours;DFS;0,35;0,35;0,63;0,63;0,2;248;Not Significative;0,49
GSE21653;TLE2;Luminal-A;DFS;0,5;0,5;0,63;0,63;-0,3;85;Not Significative;0,49
GSE21653;TLE2;Luminal-B;DFS;0,29;0,29;0,63;0,63;0,5;42;Not Significative;0,49
GSE21653;TLE2;HER2-enriched;DFS;0,73;0,73;0,73;0,73;0,3;22;Not Significative;0,49
GSE21653;TLE2;Basal-like;DFS;0,43;0,43;0,63;0,63;0,3;74;Not Significative;0,49
GSE21653;TLE3;All-tumours;DFS;0,64;0,64;0,82;0,82;0,1;248;Not Significative;0,49
GSE21653;TLE3;Luminal-A;DFS;0,81;0,81;0,82;0,82;-0,1;85;Not Significative;0,49
GSE21653;TLE3;Luminal-B;DFS;0,82;0,82;0,82;0,82;-0,1;42;Not Significative;0,49
GSE21653;TLE3;HER2-enriched;DFS;0,13;0,15;0,65;0,75;1,2;22;Not Significative;0,49
GSE21653;TLE3;Basal-like;DFS;0,35;0,35;0,82;0,82;-0,4;74;Not Significative;0,49
GSE21653;TLE4;All-tumours;DFS;0,14;0,14;0,70;0,70;0,3;248;Not Significative;0,49
GSE21653;TLE4;Luminal-A;DFS;0,28;0,28;0,70;0,70;0,4;85;Not Significative;0,49
GSE21653;TLE4;Luminal-B;DFS;0,72;0,72;0,76;0,76;0,2;42;Not Significative;0,49
GSE21653;TLE4;HER2-enriched;DFS;0,76;0,76;0,76;0,76;-0,2;22;Not Significative;0,49
GSE21653;TLE4;Basal-like;DFS;0,49;0,49;0,76;0,76;0,3;74;Not Significative;0,49
GSE21653;EIPR1;All-tumours;DFS;0,67;0,67;0,97;0,97;-0,1;248;Not Significative;0,49
GSE21653;EIPR1;Luminal-A;DFS;0,97;0,97;0,97;0,97;0;85;Not Significative;0,49
GSE21653;EIPR1;Luminal-B;DFS;0,97;0,97;0,97;0,97;0;42;Not Significative;0,49
GSE21653;EIPR1;HER2-enriched;DFS;0,32;0,34;0,80;0,85;0,8;22;Not Significative;0,49
GSE21653;EIPR1;Basal-like;DFS;0,32;0,32;0,80;0,85;0,4;74;Not Significative;0,49
GSE21653;HIRA;All-tumours;DFS;0,01;0,01;0,05;0,05;-0,6;248;Significative;0,49
GSE21653;HIRA;Luminal-A;DFS;0,3;0,3;0,44;0,44;-0,4;85;Not Significative;0,49
GSE21653;HIRA;Luminal-B;DFS;0,8;0,8;0,80;0,80;-0,1;42;Not Significative;0,49
GSE21653;HIRA;HER2-enriched;DFS;0,07;0,11;0,18;0,27;-1,7;22;Not Significative;0,49
GSE21653;HIRA;Basal-like;DFS;0,35;0,35;0,44;0,44;-0,4;74;Not Significative;0,49
GSE21653;CORO2A;All-tumours;DFS;0,82;0,82;0,82;0,82;0,1;248;Not Significative;0,49
GSE21653;CORO2A;Luminal-A;DFS;0,25;0,26;0,70;0,72;-0,5;85;Not Significative;0,49
GSE21653;CORO2A;Luminal-B;DFS;0,55;0,55;0,79;0,79;0,3;42;Not Significative;0,49
GSE21653;CORO2A;HER2-enriched;DFS;0,28;0,29;0,70;0,72;-0,9;22;Not Significative;0,49
GSE21653;CORO2A;Basal-like;DFS;0,63;0,63;0,79;0,79;0,2;74;Not Significative;0,49
GSE21653;NSD2;All-tumours;DFS;0,26;0,26;0,48;0,52;-0,3;248;Not Significative;0,49
GSE21653;NSD2;Luminal-A;DFS;0,9;0,9;0,99;0,99;-0,1;85;Not Significative;0,49
GSE21653;NSD2;Luminal-B;DFS;0,99;0,99;0,99;0,99;0;42;Not Significative;0,49
GSE21653;NSD2;HER2-enriched;DFS;0,29;0,31;0,48;0,52;0,9;22;Not Significative;0,49
GSE21653;NSD2;Basal-like;DFS;0,04;0,05;0,20;0,25;-0,9;74;Not Significative;0,49
GSE21653;PRDM2;All-tumours;DFS;0,24;0,24;0,60;0,60;0,3;248;Not Significative;0,49
GSE21653;PRDM2;Luminal-A;DFS;0,12;0,13;0,60;0,60;0,6;85;Not Significative;0,49
GSE21653;PRDM2;Luminal-B;DFS;0,9;0,9;0,90;0,90;0,1;42;Not Significative;0,49
GSE21653;PRDM2;HER2-enriched;DFS;0,63;0,64;0,90;0,90;-0,4;22;Not Significative;0,49
GSE21653;PRDM2;Basal-like;DFS;0,73;0,73;0,90;0,90;0,2;74;Not Significative;0,49
GSE21653;BRPF1;All-tumours;DFS;0,48;0,48;0,67;0,67;-0,2;248;Not Significative;0,49
GSE21653;BRPF1;Luminal-A;DFS;0,39;0,4;0,67;0,67;0,4;85;Not Significative;0,49
GSE21653;BRPF1;Luminal-B;DFS;0,67;0,67;0,67;0,67;-0,2;42;Not Significative;0,49
GSE21653;BRPF1;HER2-enriched;DFS;0,54;0,54;0,67;0,67;-0,5;22;Not Significative;0,49
GSE21653;BRPF1;Basal-like;DFS;0,35;0,35;0,67;0,67;0,4;74;Not Significative;0,49
GSE21653;KAT6A;All-tumours;DFS;0,73;0,73;0,99;0,99;-0,1;248;Not Significative;0,49
GSE21653;KAT6A;Luminal-A;DFS;0,82;0,82;0,99;0,99;-0,1;85;Not Significative;0,49
GSE21653;KAT6A;Luminal-B;DFS;0,99;0,99;0,99;0,99;0;42;Not Significative;0,49
GSE21653;KAT6A;HER2-enriched;DFS;0,57;0,57;0,99;0,99;-0,4;22;Not Significative;0,49
GSE21653;KAT6A;Basal-like;DFS;0,24;0,24;0,99;0,99;0,5;74;Not Significative;0,49
GSE21653;MLLT10;All-tumours;DFS;0,82;0,82;0,82;0,82;-0,1;248;Not Significative;0,49
GSE21653;MLLT10;Luminal-A;DFS;0,69;0,69;0,82;0,82;0,2;85;Not Significative;0,49
GSE21653;MLLT10;Luminal-B;DFS;0,57;0,57;0,82;0,82;-0,3;42;Not Significative;0,49
GSE21653;MLLT10;HER2-enriched;DFS;0,33;0,34;0,82;0,82;-0,8;22;Not Significative;0,49
GSE21653;MLLT10;Basal-like;DFS;0,77;0,77;0,82;0,82;0,1;74;Not Significative;0,49
GSE21653;KMT2D;All-tumours;DFS;0,31;0,31;0,53;0,53;-0,2;248;Not Significative;0,49
GSE21653;KMT2D;Luminal-A;DFS;0,23;0,23;0,53;0,53;-0,5;85;Not Significative;0,49
GSE21653;KMT2D;Luminal-B;DFS;0,47;0,47;0,59;0,59;-0,3;42;Not Significative;0,49
GSE21653;KMT2D;HER2-enriched;DFS;0,92;0,92;0,92;0,92;-0,1;22;Not Significative;0,49
GSE21653;KMT2D;Basal-like;DFS;0,32;0,32;0,53;0,53;0,4;74;Not Significative;0,49
GSE21653;AAAS;All-tumours;DFS;0,33;0,33;0,41;0,41;-0,2;248;Not Significative;0,49
GSE21653;AAAS;Luminal-A;DFS;0,16;0,17;0,40;0,41;-0,6;85;Not Significative;0,49
GSE21653;AAAS;Luminal-B;DFS;0,92;0,92;0,92;0,92;0;42;Not Significative;0,49
GSE21653;AAAS;HER2-enriched;DFS;0,08;0,11;0,40;0,41;-1,4;22;Not Significative;0,49
GSE21653;AAAS;Basal-like;DFS;0,32;0,32;0,41;0,41;0,4;74;Not Significative;0,49
GSE21653;DPF3;All-tumours;DFS;0,98;0,98;0,98;0,98;0;248;Not Significative;0,49
GSE21653;DPF3;Luminal-A;DFS;0,39;0,39;0,65;0,65;-0,4;85;Not Significative;0,49
GSE21653;DPF3;Luminal-B;DFS;0,03;0,04;0,15;0,20;-1;42;Not Significative;0,49
GSE21653;DPF3;HER2-enriched;DFS;0,36;0,37;0,65;0,65;-0,7;22;Not Significative;0,49
GSE21653;DPF3;Basal-like;DFS;0,9;0,9;0,98;0,98;0,1;74;Not Significative;0,49
GSE21653;AKAP1;All-tumours;DFS;0,13;0,13;0,43;0,45;0,4;248;Not Significative;0,49
GSE21653;AKAP1;Luminal-A;DFS;0,88;0,88;0,88;0,88;-0,1;85;Not Significative;0,49
GSE21653;AKAP1;Luminal-B;DFS;0,17;0,18;0,43;0,45;0,6;42;Not Significative;0,49
GSE21653;AKAP1;HER2-enriched;DFS;0,84;0,84;0,88;0,88;0,2;22;Not Significative;0,49
GSE21653;AKAP1;Basal-like;DFS;0,54;0,54;0,88;0,88;-0,3;74;Not Significative;0,49
GSE21653;DPF1;All-tumours;DFS;0,93;0,93;0,93;0,93;0;248;Not Significative;0,49
GSE21653;DPF1;Luminal-A;DFS;0,63;0,63;0,79;0,79;-0,2;85;Not Significative;0,49
GSE21653;DPF1;Luminal-B;DFS;0,41;0,41;0,68;0,68;-0,4;42;Not Significative;0,49
GSE21653;DPF1;HER2-enriched;DFS;0,17;0,19;0,43;0,48;-1,1;22;Not Significative;0,49
GSE21653;DPF1;Basal-like;DFS;0,1;0,11;0,43;0,48;0,7;74;Not Significative;0,49
GSE21653;CHAF1B;All-tumours;DFS;0,04;0,04;0,20;0,20;-0,5;248;Not Significative;0,49
GSE21653;CHAF1B;Luminal-A;DFS;0,15;0,16;0,20;0,20;-0,6;85;Not Significative;0,49
GSE21653;CHAF1B;Luminal-B;DFS;0,1;0,11;0,20;0,20;0,8;42;Not Significative;0,49
GSE21653;CHAF1B;HER2-enriched;DFS;0,77;0,77;0,77;0,77;0,2;22;Not Significative;0,49
GSE21653;CHAF1B;Basal-like;DFS;0,16;0,16;0,20;0,20;-0,6;74;Not Significative;0,49
GSE21653;EEA1;All-tumours;DFS;0,18;0,18;0,30;0,30;0,3;248;Not Significative;0,49
GSE21653;EEA1;Luminal-A;DFS;0,14;0,15;0,30;0,30;0,6;85;Not Significative;0,49
GSE21653;EEA1;Luminal-B;DFS;0,17;0,18;0,30;0,30;0,6;42;Not Significative;0,49
GSE21653;EEA1;HER2-enriched;DFS;0,79;0,79;0,79;0,79;0,2;22;Not Significative;0,49
GSE21653;EEA1;Basal-like;DFS;0,65;0,65;0,79;0,79;-0,2;74;Not Significative;0,49
GSE21653;NSMAF;All-tumours;DFS;0,92;0,92;0,92;0,92;0;248;Not Significative;0,49
GSE21653;NSMAF;Luminal-A;DFS;0,66;0,66;0,92;0,92;0,2;85;Not Significative;0,49
GSE21653;NSMAF;Luminal-B;DFS;0,87;0,87;0,92;0,92;0,1;42;Not Significative;0,49
GSE21653;NSMAF;HER2-enriched;DFS;0,62;0,63;0,92;0,92;0,4;22;Not Significative;0,49
GSE21653;NSMAF;Basal-like;DFS;0,01;0,01;0,05;0,05;-1,3;74;Significative;0,49
GSE21653;RAE1;All-tumours;DFS;0,74;0,74;0,87;0,87;-0,1;248;Not Significative;0,49
GSE21653;RAE1;Luminal-A;DFS;0,87;0,87;0,87;0,87;0,1;85;Not Significative;0,49
GSE21653;RAE1;Luminal-B;DFS;0,46;0,46;0,87;0,87;-0,3;42;Not Significative;0,49
GSE21653;RAE1;HER2-enriched;DFS;0,6;0,61;0,87;0,87;0,5;22;Not Significative;0,49
GSE21653;RAE1;Basal-like;DFS;0,82;0,82;0,87;0,87;-0,1;74;Not Significative;0,49
GSE21653;CBX4;All-tumours;DFS;0,92;0,92;0,92;0,92;0;248;Not Significative;0,49
GSE21653;CBX4;Luminal-A;DFS;0,49;0,49;0,92;0,92;-0,3;85;Not Significative;0,49
GSE21653;CBX4;Luminal-B;DFS;0,76;0,76;0,92;0,92;0,1;42;Not Significative;0,49
GSE21653;CBX4;HER2-enriched;DFS;0,82;0,82;0,92;0,92;-0,2;22;Not Significative;0,49
GSE21653;CBX4;Basal-like;DFS;0,75;0,75;0,92;0,92;0,1;74;Not Significative;0,49
GSE21653;EIF3I;All-tumours;DFS;0,72;0,72;0,86;0,87;0,1;248;Not Significative;0,49
GSE21653;EIF3I;Luminal-A;DFS;0,83;0,83;0,86;0,87;-0,1;85;Not Significative;0,49
GSE21653;EIF3I;Luminal-B;DFS;0,86;0,87;0,86;0,87;-0,1;42;Not Significative;0,49
GSE21653;EIF3I;HER2-enriched;DFS;0,47;0,48;0,86;0,87;-0,6;22;Not Significative;0,49
GSE21653;EIF3I;Basal-like;DFS;0,39;0,39;0,86;0,87;0,4;74;Not Significative;0,49
GSE21653;EED;All-tumours;DFS;0,66;0,66;0,84;0,84;-0,1;248;Not Significative;0,49
GSE21653;EED;Luminal-A;DFS;0,25;0,26;0,63;0,65;-0,5;85;Not Significative;0,49
GSE21653;EED;Luminal-B;DFS;0,97;0,97;0,97;0,97;0;42;Not Significative;0,49
GSE21653;EED;HER2-enriched;DFS;0,67;0,67;0,84;0,84;-0,3;22;Not Significative;0,49
GSE21653;EED;Basal-like;DFS;0,07;0,08;0,35;0,40;-0,8;74;Not Significative;0,49
GSE21653;TRIM24;All-tumours;DFS;0,56;0,56;0,69;0,69;-0,1;248;Not Significative;0,49
GSE21653;TRIM24;Luminal-A;DFS;0,44;0,44;0,69;0,69;-0,3;85;Not Significative;0,49
GSE21653;TRIM24;Luminal-B;DFS;0,22;0,22;0,55;0,55;-0,6;42;Not Significative;0,49
GSE21653;TRIM24;HER2-enriched;DFS;0,09;0,12;0,45;0,55;1,7;22;Not Significative;0,49
GSE21653;TRIM24;Basal-like;DFS;0,69;0,69;0,69;0,69;0,2;74;Not Significative;0,49
GSE21653;DCAF5;All-tumours;DFS;0,4;0,4;0,70;0,70;0,2;248;Not Significative;0,49
GSE21653;DCAF5;Luminal-A;DFS;0,34;0,34;0,70;0,70;0,4;85;Not Significative;0,49
GSE21653;DCAF5;Luminal-B;DFS;0,46;0,46;0,70;0,70;-0,3;42;Not Significative;0,49
GSE21653;DCAF5;HER2-enriched;DFS;0,68;0,68;0,70;0,70;-0,3;22;Not Significative;0,49
GSE21653;DCAF5;Basal-like;DFS;0,7;0,7;0,70;0,70;0,2;74;Not Significative;0,49
GSE21653;MTMR3;All-tumours;DFS;0,44;0,44;0,56;0,58;0,2;248;Not Significative;0,49
GSE21653;MTMR3;Luminal-A;DFS;0,68;0,68;0,68;0,68;0,2;85;Not Significative;0,49
GSE21653;MTMR3;Luminal-B;DFS;0,18;0,19;0,56;0,58;0,6;42;Not Significative;0,49
GSE21653;MTMR3;HER2-enriched;DFS;0,45;0,46;0,56;0,58;-0,6;22;Not Significative;0,49
GSE21653;MTMR3;Basal-like;DFS;0,35;0,35;0,56;0,58;0,4;74;Not Significative;0,49
